model,fpr,tpr,auc
10_SHARDS_VACTOR,0.0,0.0,0.7248178162376324
10_SHARDS_VACTOR,0.4123255022131427,0.8619611346884074,0.7248178162376324
10_SHARDS_VACTOR,1.0,1.0,0.7248178162376324
