model,fpr,tpr,auc
5_SHARDS_VACTOR,0.0,0.0,0.7831338928609254
5_SHARDS_VACTOR,0.2459254947613504,0.8121932804832012,0.7831338928609254
5_SHARDS_VACTOR,1.0,1.0,0.7831338928609254
